Key,Administration,Party,Department,Name,LastName,ServiceStart,ServiceEnd,DeptScandalFlag,ScandalFlag,ScandalDesc,EduDesc,Bachelors,Masters,MD,Law,Doctorate,MilitaryService,MilitaryDatesServed,MilitaryBranch,Gender,ForeignBorn,Minority,DiedOffice,SenateVotesFor,SenateVotesAgainst,NotesDiscrepancies
668,Ford,Republican,Secretary of the Interior,Thomas S. Kleppe,Kleppe,10/17/1975,1/20/1977,,,,Valley City State University,,,,,,war. off.,1942-1946,Army,1,0,0,0,nr,nr,
669,Ford,Republican,Secretary of Agriculture,Earl L. Butz,Butz,8/8/1974,10/4/1976,,1,"Racism, tax evasion","Purdue University (BA, PHD)",1,,,,1,,,,1,0,0,0,pa,pa,
670,Ford,Republican,Secretary of Agriculture,John Knebel,Knebel,10/4/1976,1/20/1977,,,,United States Military Academy (BA); Creighton University (MA); American University (JD),1,1,,1,,1st lt.,1959-1962,Air Force,1,0,0,0,nr,nr,
671,Ford,Republican,Secretary of Commerce,Frederick B. Dent,Dent,8/8/1974,3/26/1975,,,,Yale University (BA),1,,,,,n.a.,1943-1946,Navy,1,0,0,0,nr,nr,
672,Ford,Republican,Secretary of Commerce,Rogers C. B. Morton,Morton,5/1/1975,2/2/1976,,,,Yale University (AB); Columbia University,1,,,,,capt.,World War II,Army,1,0,0,0,nr,nr,
673,Ford,Republican,Secretary of Commerce,Elliot L. Richardson,Richardson,2/11/1976,1/20/1977,,,,"Harvard University (AB, LLB)",1,,,1,,1st lt.,World War II,Army,1,0,0,0,81,1,
674,Ford,Republican,Secretary of Labor,Peter J. Brennan,Brennan,8/8/1974,3/15/1975,,,,City College of New York (BS),1,,,,,lt. comdr.,1943-1953,Navy,1,0,0,0,81,3,B.S. degree in business administration not listed in Sobel et al.
675,Ford,Republican,Secretary of Labor,John T. Dunlop,Dunlop,3/15/1975,1/14/1976,,,,"University of California, Berkeley (BA, PHD)",1,,,,1,,,,1,0,0,0,nr,nr,
676,Ford,Republican,Secretary of Labor,William J. Usery Jr.,Usery,2/10/1976,1/20/1977,,,,Georgia Military College; Mercer University,,,,,,n.a.,1943-1946,Navy,1,0,0,0,79,7,
677,Ford,Republican,"Secretary of Health, Education, and Welfare",Caspar W. Weinberger,Weinberger,8/8/1974,8/8/1975,,,,"Harvard University (AB, LLB)",1,,,1,,capt.,World War II,Army,1,0,0,0,61,10,Recorded as previous administration in CRS-1985-GOV-0034
678,Ford,Republican,"Secretary of Health, Education, and Welfare",F. David Mathews,Mathews,8/8/1975,1/20/1977,,,,"University of Alabama (AB, MA); Columbia University (PHD)",1,1,,,1,n.a.,1958-1959,Army,1,0,0,0,nr,nr,
679,Ford,Republican,Secretary of Housing and Urban Development,James T. Lynn,Lynn,8/8/1974,2/5/1975,,,,Case Western Reserve University (BA); Harvard University (LLB),1,,,1,,ETM 2nd cl.,1945-1946,Navy,1,0,0,0,nr,nr,
680,Ford,Republican,Secretary of Housing and Urban Development,Carla A. Hills,Hills,3/10/1975,1/20/1977,,,,Stanford University (AB); Oxford University; Yale University (LLB),1,,,1,,,,,0,0,0,0,85,5,
681,Ford,Republican,Secretary of Transportation,Claude S. Brinegar,Brinegar,8/8/1974,2/1/1975,,,,"Stanford University (BA, MS, PHD)",1,1,,,1,n.a.,1945-1947,Air Force,1,0,0,0,nr,nr,M.S. in Mathematics and Statistics listed as MA in Sobel et al.
682,Ford,Republican,Director of the Office of Management and Budget,James T. Lynn,Lynn,2/10/1975,1/20/1977,,,,Case Western Reserve University (BA); Harvard University (LLB),1,,,1,,,,,1,0,0,0,nr,nr,
683,Ford,Republican,Director of the Office of Management and Budget,Roy L. Ash,Ash,8/8/1974,2/3/1975,,,,Harvard University (MBA),,1,,,,capt.,World War II,Army,1,0,0,0,nr,nr,
684,Ford,Republican,Secretary of Transportation,William T. Coleman Jr.,Coleman,3/7/1975,1/20/1977,,,,University of Pennsylvania (AB); Harvard University (LLB),1,,,1,,n.a.,World War II,Army,1,0,1,0,nr,nr,
685,Carter,Democrat,President,Jimmy Carter,Carter,1/20/1977,1/20/1981,,,,Georgia Institute of Technology; United States Naval Academy (BS); Union College,1,,,,,lt.,1946-1953,Navy,1,0,0,0,eo,eo,
686,Carter,Democrat,Vice President,Walter Mondale,Mondale,1/20/1977,1/20/1981,,,,"Macalester College; University of Minnesota (BA, LLB)",1,,,1,,cpl.,1951-1953,Army,1,0,0,0,eo,eo,
687,Carter,Democrat,Secretary of State,Cyrus R. Vance,Vance,1/21/1977,4/28/1980,,,,"Yale University (BA, LLB)",1,,,1,,lt. (jg),1942-1946,Navy,1,0,0,0,vv,vv,
688,Carter,Democrat,Secretary of State,Edmund S. Muskie,Muskie,5/8/1980,1/20/1981,,,,Bates College (BA); Cornell University (LLB),2,,,1,,lt.,World War II,Navy,1,0,0,0,94,2,
689,Carter,Democrat,Secretary of the Treasury,W. Michael Blumenthal,Blumenthal,1/21/1977,7/18/1979,,,,"University of California, Berkeley (BA); Princeton University (MA, PHD)",1,1,,,1,,,,1,1,0,0,vv,vv,
690,Carter,Democrat,Secretary of the Treasury,G. William Miller,Miller,8/6/1979,1/20/1981,,,,"Amarillo College; United States Coast Guard Academy (BS); University of California, Berkeley Law School (JD)",1,,,1,,lt. (jg),1945-1949,Militia/National Guard,1,0,0,0,97,1,
691,Carter,Democrat,Secretary of Defense,Harold Brown,Brown,1/21/1977,1/20/1981,,,,"Columbia University (AB, MA, PHD)",1,1,,,1,,,,1,0,0,0,vv,vv,
692,Carter,Democrat,Attorney General,Griffin B. Bell,Bell,1/21/1977,8/26/1979,,,,Georgia Southwestern College; Mercer University Law School (LLB),,,,1,,maj.,1941-1946,Army,1,0,0,0,75,21,
693,Carter,Democrat,Attorney General,Benjamin R. Civiletti,Civiletti,8/26/1979,1/20/1981,,,,Johns Hopkins University (AB); University of Maryland Law School (LLB),1,,,1,,,,,1,0,0,0,94,1,
694,Carter,Democrat,Secretary of the Interior,Cecil D. Andrus,Andrus,1/20/1977,1/20/1981,,,,Oregon State University,,,,,,n.a.,1951-1955,Navy,1,0,0,0,vv,vv,
695,Carter,Democrat,Secretary of Agriculture,Bob S. Bergland,Bergland,1/20/1977,1/20/1981,,,,University of Minnesota,,,,,,,,,1,0,0,0,vv,vv,
696,Carter,Democrat,Secretary of Commerce,Juanita M. Kreps,Kreps,1/21/1977,10/31/1979,,,,"Berea College (AB); Duke University (MA, PHD)",1,1,,,1,,,,0,0,0,0,vv,vv,
697,Carter,Democrat,Secretary of Commerce,Philip M. Klutznick,Klutznick,12/20/1979,1/20/1981,,,,University of Kansas; University of Nebraska; Creighton University Law School (LLB),,,,1,,,,,1,0,0,0,74,0,
698,Carter,Democrat,Secretary of Labor,F. Ray Marshall,Marshall,1/20/1977,1/20/1981,,,,"Millsaps College (AB); Louisiana State University (MA); University of California, Berkeley (PHD)",1,1,,,1,n.a.,World War II,Navy,1,0,0,0,74,20,
699,Carter,Democrat,Secretary of Health and Human Services,Joseph A. Califano Jr.,Califano,1/21/1977,7/19/1979,,,,College of the Holy Cross (AB); Harvard University Law School (LLB),1,,,1,,lt.,1955-1958,Navy,1,0,0,0,95,1,
700,Carter,Democrat,Secretary of Health and Human Services,Patricia Roberts Harris,Harris,7/27/1979,5/4/1980,,,,Howard University (AB); University of Chicago; American University (MS); George Washington University (JD),1,1,,1,,,,,0,0,1,0,vv,vv,
701,Carter,Democrat,Secretary of Housing and Urban Development,Patricia Roberts Harris,Harris,1/21/1977,7/27/1979,,,,Howard University (BA); University of Chicago (MA); George Washington University (JD),1,1,,1,,,,,0,0,1,0,vv,vv,
702,Carter,Democrat,Secretary of Housing and Urban Development,Maurice Moon Landrieu,Landrieu,9/12/1979,1/20/1981,,,,"Loyola University, New Orleans (BA, LLB)",1,,,1,,capt.,1955-1957,Army,1,0,0,0,97,0,
703,Carter,Democrat,Secretary of Transportation,Brock Adams,Adams,1/21/1977,7/18/1979,,,,"University of Washington, Seattle (BA); Harvard University Law School (LLB)",1,,,1,,n.a.,World War II,Navy,1,0,0,0,vv,vv,Referred to as Brockman in Sobel et al.
704,Carter,Democrat,Secretary of Transportation,Neil E. Goldschmidt,Goldschmidt,9/21/1979,1/20/1981,,,,"University of Oregon (AB); University of California, Berkeley Law School (LLB)",1,,,1,,,,,1,0,0,0,83,0,
705,Carter,Democrat,Secretary of Energy,James R. Schlesinger,Schlesinger,10/1/1977,7/20/1979,,,,"Harvard University (AB, AM, PHD)",1,1,,,1,,,,1,0,0,0,vv,vv,
706,Carter,Democrat,Secretary of Energy,Charles W. Duncan Jr.,Duncan,8/24/1979,1/20/1981,,,,"Rice University (BS); University of Texas, Austin",1,,,,,,,,1,0,0,0,95,1,
707,Carter,Democrat,Secretary of Education,Shirley Mount Hufstedler,Hufstedler,12/6/1977,1/20/1981,,,,"University of New Mexico, Albuquerque (BA); Stanford University (LLB)",1,,,1,,,,,0,0,0,0,81,2,
708,Carter,Democrat,Director of the Office of Management and Budget,James T. McIntyre,McIntyre,9/24/1977,1/20/1981,,,,"Young Harris College; University of Georgia (BA, LLB)",1,,,1,,,,,1,0,0,0,nr,nr,
709,Carter,Democrat,Director of the Office of Management and Budget,Bert Lance,Lance,1/21/1977,9/23/1977,,,,Emory University; University of Georgia (BA),1,,,,,,,,1,0,0,0,nr,nr,
710,Reagan,Republican,President,Ronald Reagan,Reagan,1/20/1981,1/20/1989,,,,Eureka College (AB),1,,,,,capt.,World War II,Army,1,0,0,0,eo,eo,
711,Reagan,Republican,Vice President,George H.W. Bush,Bush,1/20/1981,1/20/1989,1,,Chief of Staff perjury,Yale University (BA),1,,,,,lt.,1942-1945,Navy,1,0,0,0,eo,eo,
712,Reagan,Republican,Secretary of State,Alexander M. Haig Jr.,Haig,1/22/1981,7/5/1982,,,,University of Notre Dame; United States Military Academy (BS); Columbia University (MBA); Georgetown University (MA),1,2,,,,gen.,1947-1979,Army,1,0,0,0,93,6,MBA not listed in Sobel et al.
713,Reagan,Republican,Secretary of State,George P. Shultz,Shultz,7/16/1982,1/20/1989,1,,Iran-Contra Affair,Princeton University (BA); Massachusetts Institute of Technology (PHD),1,,,,1,capt.,World War II,Marines,1,0,0,0,83,0,"Listed as ""Schultz"" in CRS_1985_GOV_0034"
714,Reagan,Republican,Secretary of the Treasury,Donald T. Regan,Regan,1/22/1981,1/20/1985,,,,Harvard University (BA),1,,,,,lt. col.,World War II,Marines,1,0,0,0,98,0,
715,Reagan,Republican,Secretary of the Treasury,James A. Baker III,Baker,1/22/1985,9/15/1988,,,,Princeton University (AB); University of Texas (JD),1,,,1,,capt.,1952-1954,Marines,1,0,0,0,95,0,
716,Reagan,Republican,Secretary of the Treasury,Nicholas F. Brady,Brady,9/15/1988,1/20/1989,,,,Yale University (BA); Harvard University (MBA),1,1,,,,,,,1,0,0,0,92,2,
717,Reagan,Republican,Secretary of Defense,Caspar W. Weinberger,Weinberger,1/21/1981,11/5/1987,1,1,"Bribery, theft, illegal gratuity, Iran-Contra Affair","Harvard University (AB, LLB)",1,,,1,,capt.,World War II,Army,1,0,0,0,61,10,
718,Reagan,Republican,Secretary of Defense,Frank C. Carlucci,Carlucci,11/5/1987,1/20/1989,,,,Princeton University (AB); Harvard University,1,,,,,,,,1,0,0,0,91,1,
719,Reagan,Republican,Attorney General,William French Smith,Smith,1/23/1981,1/20/1985,,,,"University of California, Berkeley (AB); Harvard University Law School (LLB)",1,,,1,,,,,1,0,0,0,96,1,
720,Reagan,Republican,Attorney General,Edwin Meese III,Meese,2/23/1985,7/5/1988,1,1,"Wedtech scandal, Inslaw Affair","Yale University (BA); University of California, Berkeley Law School (LLB)",1,,,1,,lt.,1956-1957,Army,1,0,0,0,63,31,
721,Reagan,Republican,Attorney General,Richard L. Thornburgh,Thornburgh,8/12/1988,1/20/1989,,1,Inslaw Affair,Yale University (BS); University of Pittsburgh (LLB),1,,,1,,,,,1,0,0,0,85,0,
722,Reagan,Republican,Secretary of the Interior,James G. Watt,Watt,1/22/1981,10/9/1983,1,1,25 counts of perjury and obstruction of justice,"University of Wyoming (BS, JD)",1,,,1,,,,,1,0,0,0,83,12,
723,Reagan,Republican,Secretary of the Interior,William P. Clark,Clark,11/18/1983,2/6/1985,1,,"Waste, fraud, and abuse",Stanford University; Loyola Marymount University,,,,1,,,,,1,0,0,0,71,18,
724,Reagan,Republican,Secretary of the Interior,Donald P. Hodel,Hodel,2/6/1985,1/20/1989,,,,Harvard University (BA); University of Virginia (JD),1,,,1,,,,,1,0,0,0,93,1,
725,Reagan,Republican,Secretary of Agriculture,John R. Block,Block,1/22/1981,1/8/1986,,,,United States Military Academy (BS),1,,,,,capt.,1957-1960,Army,1,0,0,0,98,0,
726,Reagan,Republican,Secretary of Agriculture,Richard E. Lyng,Lyng,3/6/1986,1/20/1989,,,,University of Notre Dame (PHB),1,,,,,,,,1,0,0,0,95,2,
727,Reagan,Republican,Secretary of Commerce,Malcolm Baldrige,Baldrige,1/23/1981,7/25/1987,,,,Yale University (BA),1,,,,,capt.,World War II,Army,1,0,0,1,97,1,
728,Reagan,Republican,Secretary of Commerce,C. William Verity Jr.,Verity,10/19/1987,1/20/1989,,,,Yale University (BA),1,,,,,lt.,World War II,Navy,1,0,0,0,84,11,
729,Reagan,Republican,Secretary of Labor,Raymond J. Donovan,Donovan,1/22/1981,3/15/1985,,,,Notre Dame Seminary (BA),1,,,,,,,,1,0,0,0,80,17,
730,Reagan,Republican,Secretary of Labor,William E. Brock,Brock,4/29/1985,12/11/1987,,,,Washington and Lee University (BS),1,,,,,lt. (jg),Korean War,Navy,1,0,0,0,vv,vv,
731,Reagan,Republican,Secretary of Labor,Ann Dore McLaughlin,McLaughlin,12/11/1987,1/20/1989,,,,Fordham University (BA); University of Pennsylvania,1,,,,,,,,0,0,0,0,94,0,
732,Reagan,Republican,Secretary of Health and Human Services,Richard S. Schweiker,Schweiker,1/11/1983,3/9/1983,,,,Slippery Rock University; Pennsylvania State University (BA); University Park,1,,,,,,,,1,0,0,0,99,0,
733,Reagan,Republican,Secretary of Health and Human Services,Margaret M. Heckler,Heckler,3/9/1983,12/13/1985,,,,Albertus Magnus College (BA); Boston College (LLB),1,,,1,,,,,0,0,0,0,82,3,
734,Reagan,Republican,Secretary of Health and Human Services,Otis R. Bowen,Bowen,12/13/1985,1/20/1989,,,,"Indiana University, Bloomington (AB); Indiana University, Indianapolis (MD)",1,,1,,,capt.,World War II,Army,1,0,0,0,93,2,
735,Reagan,Republican,Secretary of Housing and Urban Development,Samuel R. Pierce Jr.,Pierce,1/22/1981,1/20/1989,1,1,"Bribery, perjury, conspiracy, obstruction","Cornell University (BA, JD); New York University (LLM); Yale University",1,1,,1,,lt.,World War II,Army,1,0,1,0,98,0,
736,Reagan,Republican,Secretary of Transportation,Andrew L. Lewis Jr.,Lewis,1/23/1981,2/1/1983,,,,Haverford College (BA); Harvard University (MBA); Massachusetts Institute of Technology,1,1,,,,,,,1,0,0,0,nr,nr,Missing in Sobel et al.
737,Reagan,Republican,Secretary of Transportation,Elizabeth H. Dole,Dole,2/7/1983,10/4/1987,,,,"Duke University (BA); Harvard University (MED, JD)",1,1,,1,,,,,0,0,0,0,97,0,
738,Reagan,Republican,Secretary of Transportation,James H. Burnley 4th,Burnley,12/3/1987,1/20/1989,,,,Yale University (BA); Harvard University Law School (JD),1,,,1,,,,,1,0,0,0,74,0,
739,Reagan,Republican,Secretary of Energy,James B. Edwards,Edwards,1/22/1981,11/5/1982,,,,College of Charleston (BS); University of Louisville (DMD); University of Pennsylvania,1,,1,,,deck off.,World War II,Militia/National Guard,1,0,0,0,93,3,
740,Reagan,Republican,Secretary of Energy,Donald P. Hodel,Hodel,11/8/1982,2/6/1985,,,,Harvard University (BA); University of Virginia (JD),1,,,1,,,,,1,0,0,0,86,8,
741,Reagan,Republican,Secretary of Energy,John S. Herrington,Herrington,2/6/1985,1/20/1989,,,,"Stanford University (AB); University of California, Hastings Law School (JD)",1,,,1,,,,,1,0,0,0,93,1,"Misspelled ""Harrington"" in RSC-1985-GOV-0034"
742,Reagan,Republican,Secretary of Education,Terrel H. Bell,Bell,1/23/1981,1/20/1985,,,,Idaho State University (BA); University of Idaho (MS); University of Utah (EDD),1,1,,,1,sgt.,World War II,Marines,1,0,0,0,90,2,
743,Reagan,Republican,Secretary of Education,William J. Bennett,Bennett,2/6/1985,9/20/1988,,,,"Williams College (BA); University of Texas, Austin (PHD); Harvard University (JD)",1,,,1,1,,,,1,0,0,0,93,0,MA not listed in Sobel et al.
744,Reagan,Republican,Secretary of Education,Lauro F. Cavazos,Cavazos,9/20/1988,1/20/1989,,,,"Texas Tech University, Lubbock (BA, MA); Iowa State University (PHD)",1,1,,,1,n.a.,1945-1946,Army,1,0,1,0,94,0,
745,Reagan,Republican,Director of the Office of Management and Budget,"Joseph R. Wright, Jr.",Wright,10/16/1988,1/20/1989,,,,Colorado School of Mines (BS); Yale University (MS),1,1,,,,,,,1,0,0,0,nr,nr,
746,Reagan,Republican,Director of the Office of Management and Budget,James C. Miller III,Miller,10/8/1985,10/15/1988,,,,"University of Georgia (BBA); University of Virginia (MA, PHD)",1,1,,,1,,,,1,0,0,0,nr,nr,
747,Reagan,Republican,Director of the Office of Management and Budget,David A. Stockman,Stockman,1/21/1981,8/1/1985,,,,Michigan State University (BA); Harvard University,1,,,,,,,,1,0,0,0,nr,nr,
748,George H.W. Bush,Republican,President,George H.W. Bush,Bush,1/20/1989,1/20/1993,,1,"Perjury about Iran Contra Affair, Iran-Contra Affair pardons",Yale University (BA),1,,,,,lt.,1942-1945,Navy,1,0,0,0,eo,eo,
749,George H.W. Bush,Republican,Vice President,Dan Quale,Quale,1/20/1989,1/20/1993,,,,DePauw University (BA); Indiana University; Indianapolis (JD),1,,,1,,cpl.,1969-1975,Militia/National Guard,1,0,0,0,eo,eo,
750,George H.W. Bush,Republican,Secretary of State,James A. Baker III,Baker,1/25/1989,8/23/1992,,,,Princeton University (AB); University of Texas (JD),1,,,1,,capt.,1952-1954,Marines,1,0,0,0,95,0,
751,George H.W. Bush,Republican,Secretary of State,Lawrence Eagleburger,Eagleburger,12/8/1992,1/20/1993,,,,"University of Wisconsin (BA, MA)",1,1,,,,1st lt.,1952-1954,Army,1,0,0,0,nr,nr,
752,George H.W. Bush,Republican,Secretary of the Treasury,Nicholas F. Brady,Brady,1/20/1989,1/20/1993,1,,Obstruction of justice and tax evasion,Yale University (BA); Harvard University (MBA),1,1,,,,,,,1,0,0,0,pa,pa,
753,George H.W. Bush,Republican,Secretary of Defense,Richard Cheney,Cheney,3/17/1989,1/20/1993,,,,"Yale University; University of Wyoming (BA, MA); University of Wisconsin, Madison",1,1,,,,,,,1,0,0,0,92,0,
754,George H.W. Bush,Republican,Attorney General,Richard L. Thornburgh,Thornburgh,1/20/1989,8/9/1991,,,,Yale University (BS); University of Pittsburgh (LLB),1,,,1,,,,,1,0,0,0,pa,pa,
755,George H.W. Bush,Republican,Attorney General,William P. Barr,Barr,11/26/1991,1/20/1993,,,,"Columbia University (AB, MA); George Washington University Law School (JD)",1,1,,1,,,,,1,0,0,0,vv,vv,
756,George H.W. Bush,Republican,Secretary of the Interior,Manuel Lujan Jr.,Lujan,2/2/1989,1/20/1993,,,,"Saint Mary's College, California; College of Santa Fe (BA)",1,,,,,,,,1,0,1,0,100,0,
757,George H.W. Bush,Republican,Secretary of Agriculture,Clayton K. Yeutter,Yeutter,1/20/1989,3/1/1991,,,,"University of Nebraska, Lincoln (BS, JD, PHD); University of Wisconsin, Madison",1,,,1,1,lt. col.,1952-1957,Air Force,1,0,0,0,100,0,
758,George H.W. Bush,Republican,Secretary of Agriculture,Edward Madigan,Madigan,3/12/1991,1/20/1993,,,,"Lincoln College, Illinois (AA)",,,,,,,,,1,0,0,0,99,0,
759,George H.W. Bush,Republican,Secretary of Commerce,Robert A. Mosbacher Sr.,Mosbacher,1/20/1989,12/16/1991,,,,Washington and Lee University (BS),1,,,,,,,,1,0,0,0,100,0,
760,George H.W. Bush,Republican,Secretary of Commerce,Barbara H. Franklin,Franklin,12/16/1991,1/20/1993,,,,"Pennsylvania State University, University Park (BA); Harvard University (MBA)",1,1,,,,,,,0,0,0,0,vv,vv,
761,George H.W. Bush,Republican,Secretary of Labor,Elizabeth H. Dole,Dole,1/20/1989,10/1/1990,,,,"Duke University (BA); Harvard University (MED, JD)",1,1,,1,,,,,0,0,0,0,99,0,
762,George H.W. Bush,Republican,Secretary of Labor,Lynn Martin,Martin,2/7/1991,1/20/1993,,,,"University of Illinois, Urbana-Champaign (BA)",1,,,,,,,,0,0,0,0,94,0,
763,George H.W. Bush,Republican,Secretary of Health and Human Services,Louis W. Sullivan,Sullivan,3/1/1989,1/20/1993,,,,Morehouse College (BS); Boston University (MD),1,,1,,,,,,1,0,1,0,98,1,
764,George H.W. Bush,Republican,Secretary of Housing and Urban Development,Jack F. Kemp,Kemp,2/2/1989,1/20/1993,,,,Occidental College (BA); Long Beach State University; California Western University,1,,,,,pvt.,1958,Army,1,0,0,0,100,0,
765,George H.W. Bush,Republican,Secretary of Transportation,Samuel K. Skinner,Skinner,1/20/1989,12/13/1991,,,,"University of Illinois, Urbana-Champaign (BS); DePaul University (JD)",1,,,1,,lt.,1960-1961,Army,1,0,0,0,100,0,
766,George H.W. Bush,Republican,Secretary of Transportation,Andrew Card,Card,3/11/1992,1/20/1993,,,,"University of South Carolina, Columbia (BS); United States Merchant Marine Academy; Harvard University",1,,,,,,,,1,0,0,0,uc,uc,
767,George H.W. Bush,Republican,Secretary of Energy,James D. Watkins,Watkins,3/1/1989,1/20/1993,,,,"Webb School of California, Claremont; United States Naval Academy (BS); Naval Postgraduate School (MS)",1,1,,,,adm.,1949-1986,Navy,1,0,0,0,99,0,
768,George H.W. Bush,Republican,Secretary of Education,Lauro F. Cavazos,Cavazos,1/20/1989,3/22/1991,,,,"Texas Tech University, Lubbock (BA, MA); Iowa State University (PHD)",1,1,,,1,n.a.,1945-1946,Army,1,0,1,0,94,0,
769,George H.W. Bush,Republican,Secretary of Education,Lamar Alexander,Alexander,3/22/1991,1/20/1993,,,,Vanderbilt University (BA); New York University (JD),1,,,1,,,,,1,0,0,0,vv,vv,
770,George H.W. Bush,Republican,Secretary of Veterans' Affairs,Edward J. Derwinski,Derwinski,1/20/1989,1/20/1993,,,,"Loyola University, Chicago (BS)",1,,,,,sgt.,1944-1946,Army,1,0,0,0,94,0,
771,George H.W. Bush,Republican,Director of the Office of Management and Budget,Richard G. Darman,Darman,1/25/1989,1/20/1993,,,,"Harvard University (BA, MBA)",1,1,,,,,,,1,0,0,0,nr,nr,
772,Clinton,Democrat,President,Bill Clinton,Clinton,1/20/1993,1/20/2001,,1,Impeached for perjury and obstruction of justice,Georgetown University (BS); Oxford University; Yale University (JD),1,,,1,,,,,1,0,0,0,eo,eo,Bachelor of Science in Foreign Service degree listed as BA in Sobel et al.
773,Clinton,Democrat,Vice President,Al Gore,Gore,1/20/1993,1/20/2001,1,,Chief of Staff purjury,Harvard University (BA); Vanderbilt University,1,,,,,pvt.,1969-1971,Army,1,0,0,0,eo,eo,
774,Clinton,Democrat,Secretary of State,Warren M. Christopher,Christopher,1/20/1993,1/17/1997,,,,University of Southern California (BS); Stanford University Law School (LLB),1,,,1,,lt. (jg),1943-1946,Navy,1,0,0,0,vv,vv,
775,Clinton,Democrat,Secretary of State,Madeleine Albright,Albright,1/23/1997,1/20/2001,,,,"Wellesley College (BA); Johns Hopkins University; Columbia University (MA, PHD)",1,1,,,1,,,,0,1,0,0,99,0,
776,Clinton,Democrat,Secretary of the Treasury,Lloyd Bentsen,Bentsen,1/20/1993,12/22/1994,,,,"University of Texas, Austin (LLB)",,,,1,,maj.,1942-1945,Air Force,1,0,0,0,vv,vv,
777,Clinton,Democrat,Secretary of the Treasury,Robert E. Rubin,Rubin,1/11/1995,7/2/1999,,,,Harvard University (AB); London School of Economics; Yale University (LLB),1,,,1,,,,,1,0,0,0,99,0,
778,Clinton,Democrat,Secretary of the Treasury,Lawrence H. Summers,Summers,7/2/1999,1/20/2001,,,,Massachusetts Institute of Technology (SB); Harvard University (PHD),1,,,,1,,,,1,0,0,0,97,2,
779,Clinton,Democrat,Secretary of Defense,Les Aspin,Aspin,5/26/1994,5/21/1995,,,,Yale University (BA); Oxford University (MPHIL); Massachusetts Institute of Technology (PHD),1,1,,,1,capt.,1966-1968,Army,1,0,0,0,vv,vv,
780,Clinton,Democrat,Secretary of Defense,William J. Perry,Perry,2/3/1994,1/23/1997,,,,"Stanford University (BS, MA); Pennsylvania State University (PHD)",1,1,,,1,sgt.,1946-1947,Army,1,0,0,0,97,0,
781,Clinton,Democrat,Secretary of Defense,William S. Cohen,Cohen,1/24/1997,1/20/2001,,,,Bowdoin College (AB); Boston University (LLB),1,,,1,,,,,1,0,0,0,99,0,
782,Clinton,Democrat,Attorney General,Janet Reno,Reno,3/11/1993,1/20/2001,,,,Cornell University (BS); Harvard University (JD),1,,,1,,,,,0,0,0,0,98,0,BS in Chemistry mislabeled as BA in Sobel et al.
783,Clinton,Democrat,Secretary of the Interior,Bruce Babbitt,Babbitt,1/22/1993,1/2/2001,,,,University of Notre Dame (BS); Newcastle University (MS); Harvard University (LLB),1,1,,1,,,,,1,0,0,0,uc,uc,
784,Clinton,Democrat,Secretary of Agriculture,Mike Espy,Espy,1/22/1993,12/31/1994,,,,Howard University (BA); Santa Clara University (JD),1,,,1,,,,,1,0,1,0,uc,uc,JD listed as LLB in Sobel et al.
785,Clinton,Democrat,Secretary of Agriculture,Dan Glickman,Glickman,3/30/1995,1/19/2001,,,,"University of Michigan, Ann Arbor (BA); George Washington University (JD)",1,,,1,,,,,1,0,0,0,94,0,
786,Clinton,Democrat,Secretary of Commerce,Ronald H. Brown,Brown,1/22/1993,4/3/1996,,,,"Middlebury College (BA); St. John's University, New York (JD)",1,,,1,,capt.,1963-1967,Army,1,0,1,1,uc,uc,
787,Clinton,Democrat,Secretary of Commerce,Mickey Kantor,Kantor,4/12/1996,1/21/1997,,,,Vanderbilt University (BA); Georgetown University (JD),1,,,1,,lt.,1961-1965,Navy,1,0,0,0,R,R,Listed as Rickey Kantor in Sobel et al.
788,Clinton,Democrat,Secretary of Commerce,William M. Daley,Daley,1/30/1997,7/19/2000,,,,"Loyola University, Chicago (BA); John Marshall Law School, Chicago (LLB)",1,,,1,,,,,1,0,0,0,95,2,
789,Clinton,Democrat,Secretary of Commerce,Norman Y. Mineta,Mineta,1/25/2001,8/7/2006,,,,"University of California, Berkeley (BS)",1,,,,,maj.,1953-1956,Army,1,0,1,0,vv,vv,
790,Clinton,Democrat,Secretary of Labor,Robert B. Reich,Reich,1/20/1993,1/20/1997,,,,Dartmouth College (AB); Oxford University (MPHIL); Yale University (JD),1,1,,1,,,,,1,0,0,0,uc,uc,
791,Clinton,Democrat,Secretary of Labor,Alexis Herman,Herman,5/1/1997,1/20/2001,,,,"Edgewood College; Spring Hill College; Xavier University, Louisiana (BA); University of South Alabama",1,,,,,,,,0,0,1,0,85,13,
792,Clinton,Democrat,Secretary of Health and Human Services,Donna E. Shalala,Shalala,1/22/1993,1/20/2001,,,,"Miami University (AB); Syracuse University (MA, PHD)",1,1,,,1,,,,0,0,0,0,uc,uc,
793,Clinton,Democrat,Secretary of Housing and Urban Development,Henry G. Cisneros,Cisneros,1/22/1993,1/19/1997,,,,"Texas A&M University; College Station (BA, MA); Harvard University (MPA); Massachusetts Institute of Technology; George Washington University (DPA)",1,2,,,1,,,,1,0,1,0,uc,uc,
794,Clinton,Democrat,Secretary of Housing and Urban Development,Andrew M. Cuomo,Cuomo,1/29/1997,1/20/2001,,,,Fordham University (BA); Albany Law School (JD),1,,,1,,,,,1,0,0,0,99,0,
